context,question,answer
Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 101. Quy trình chào giá trực tuyến thông thường khoản 3 . Tổ chức lựa chọn nhà thầu: Việc tổ chức lựa chọn nhà thầu được thực hiện theo quy định tại Điều 27 của Nghị định này.,Tổ chức lựa chọn nhà thầu được quy định tại Nghị định nào?,Nghị định hướng dẫn Luật Đấu thầu số 22
Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 2. Giải thích từ ngữ khoản 1 . Chào giá trực tuyến là một quá trình lặp lại nhiều lần trong đó nhà thầu sử dụng phương tiện điện tử để đưa ra mức giá mới hoặc giá trị mới cho yếu tố ngoài giá có thể định lượng được theo các tiêu chuẩn đánh giá trong hồ sơ dự thầu để làm cơ sở cho việc xếp hạng hoặc xếp hạng lại hồ sơ dự thầu trên Hệ thống mạng đấu thầu quốc gia.,Chào giá trực tuyến là một quá trình lặp lại nhiều lần trong đó nhà thầu sử dụng phương tiện điện tử để làm gì?,đưa ra mức giá mới hoặc giá trị mới cho yếu tố ngoài giá có thể định lượng được theo các tiêu chuẩn đánh giá trong hồ sơ dự thầu
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 28. Nguyên tắc đánh giá hồ sơ dự thầu khoản 1 . Việc đánh giá hồ sơ dự thầu phải căn cứ vào tiêu chuẩn đánh giá hồ sơ dự thầu và các yêu cầu khác trong hồ sơ mời thầu, căn cứ vào hồ sơ dự thầu đã nộp, các tài liệu giải thích, làm rõ hồ sơ dự thầu của nhà thầu để bảo đảm lựa chọn được nhà thầu có đủ năng lực và kinh nghiệm, có giải pháp khả thi để thực hiện gói thầu; trường hợp hồ sơ mời thầu có các quy định gây hạn chế cạnh tranh theo quy định tại khoản 2 Điều 25 của Nghị định này thì các quy định này không phải căn cứ để xem xét đánh giá hồ sơ dự thầu.",Trường hợp nào trong tiêu chuẩn đánh giá hồ sơ dự thầu không phải là căn cứ xem xét đánh giá hồ sơ?,có các quy định gây hạn chế cạnh tranh theo quy định tại khoản 2 Điều 25 của Nghị định
"Luật Đấu thầu số 22/2023/QH15 Điều 58. Phương pháp đánh giá hồ sơ dự thầu đối với gói thầu cung cấp dịch vụ phi tư vấn, mua sắm hàng hóa, xây lắp, hỗn hợp khoản 4 . Đối với tiêu chuẩn đánh giá về năng lực, kinh nghiệm, sử dụng tiêu chí đạt, không đạt. Đối với tiêu chuẩn đánh giá về kỹ thuật, sử dụng phương pháp chấm điểm hoặc tiêu chí đạt, không đạt. Đối với phương pháp kết hợp giữa kỹ thuật và giá quy định tại khoản 3 Điều này, sử dụng phương pháp chấm điểm để xây dựng tiêu chuẩn đánh giá về kỹ thuật. Khi sử dụng phương pháp chấm điểm, phải quy định mức điểm yêu cầu tối thiểu về kỹ thuật không thấp hơn 70% tổng số điểm về kỹ thuật.","Đối với phương pháp kết hợp giữa kỹ thuật và giá quy định tại khoản 3 Điều này, sử dụng phương pháp chấm điểm để làm gì?",để xây dựng tiêu chuẩn đánh giá về kỹ thuật
"Luật Đấu thầu số 22/2023/QH15 Điều 58. Phương pháp đánh giá hồ sơ dự thầu đối với gói thầu cung cấp dịch vụ phi tư vấn, mua sắm hàng hóa, xây lắp, hỗn hợp khoản 3 . Phương pháp kết hợp giữa kỹ thuật và giá:  Phương pháp kết hợp giữa kỹ thuật và giá có thể được áp dụng đối với gói thầu công nghệ thông tin, viễn thông, bảo hiểm; gói thầu hàng hóa, xây lắp có đặc thù, yêu cầu kỹ thuật cao mà không áp dụng được phương pháp giá đánh giá và gói thầu cần xem xét trên cơ sở chú trọng tới các yếu tố kỹ thuật và giá;  Điểm tổng hợp được xây dựng trên cơ sở kết hợp giữa điểm kỹ thuật và điểm giá. Nhà thầu có điểm tổng hợp cao nhất được xếp hạng thứ nhất.",Điểm tổng hợp trong phương pháp đánh giá hồ sơ dự thầu theo phương pháp nào?,kết hợp giữa điểm kỹ thuật và điểm giá
Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 118. Nguyên tắc tổ chức kiểm tra khoản 3 . Tiến hành độc lập nhưng có sự phối hợp và phân định rõ thẩm quyền giữa các cơ quan có thẩm quyền kiểm tra.,Có những yêu cầu nào về sự phối hợp và phân định thẩm quyền giữa các cơ quan có thẩm quyền khi tiến hành kiểm tra theo Nghị định hướng dẫn Luật Đấu thầu số 22?,Tiến hành độc lập nhưng có sự phối hợp và phân định rõ thẩm quyền
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 132. Xử lý tình huống trong đấu thầu qua mạng và không qua mạng khoản 23 . Trường hợp nhà thầu thực hiện gói thầu vi phạm hợp đồng, không còn năng lực để tiếp tục thực hiện hợp đồng, làm ảnh hưởng nghiêm trọng đến tiến độ, chất lượng, hiệu quả của gói thầu thì chủ đầu tư xem xét, báo cáo người có thẩm quyền quyết định cho phép chấm dứt hợp đồng với nhà thầu đó; nhà thầu vi phạm hợp đồng bị coi là không hoàn thành hợp đồng. Đối với phần công việc chưa thực hiện được áp dụng hình thức chỉ định thầu cho nhà thầu khác với giá trị được tính bằng giá trị ghi trong hợp đồng trừ đi giá trị của phần công việc đã thực hiện, được nghiệm thu trước đó. Chủ đầu tư phải bảo đảm nhà thầu được chỉ định có năng lực, kinh nghiệm đáp ứng yêu cầu thực hiện phần công việc còn lại của gói thầu. Trường hợp không áp dụng hình thức chỉ định thầu thì hình thành gói thầu mới để tổ chức lựa chọn nhà thầu, trường hợp cần thiết, xem xét lại giá gói thầu đối với phần công việc còn lại trước khi tổ chức lựa chọn nhà thầu theo quy định. Trường hợp việc thực hiện hợp đồng chậm tiến độ không do lỗi của nhà thầu thì không được phép chấm dứt hợp đồng để thay thế nhà thầu khác. Trường hợp phải chấm dứt hợp đồng với nhà thầu vi phạm hợp đồng để thay thế nhà thầu mới, trong vòng 05 ngày làm việc kể từ ngày ban hành quyết định chấm dứt hợp đồng với nhà thầu vi phạm hợp đồng, chủ đầu tư phải đăng tải thông tin nhà thầu vi phạm hợp đồng, thông tin nhà thầu thay thế trên Hệ thống mạng đấu thầu quốc gia, đồng thời gửi quyết định chấm dứt hợp đồng và các tài liệu xử lý vi phạm khác (nếu có) đến Bộ Kế hoạch và Đầu tư để tổng hợp, theo dõi. Trong thông báo phải nêu rõ lý do nhà thầu vi phạm hợp đồng dẫn tới phải chấm dứt hợp đồng, hình thức lựa chọn nhà thầu thay thế, tên nhà thầu được chỉ định trong trường hợp áp dụng hình thức chỉ định thầu.",Đối với phần công việc chưa thực hiện được áp dụng hình thức nào?,"hình thức chỉ định thầu cho nhà thầu khác với giá trị được tính bằng giá trị ghi trong hợp đồng trừ đi giá trị của phần công việc đã thực hiện, được nghiệm thu trước đó"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 98. Quy trình lựa chọn nhà thầu qua mạng khoản 2 . Tiêu chuẩn đánh giá hồ sơ dự sơ tuyển, hồ sơ quan tâm, hồ sơ dự thầu được thực hiện theo quy định tại các điều 24, 25, 37, 38, 61 và 62 của Nghị định này.","Tiêu chuẩn đánh giá hồ sơ dự sơ tuyển, hồ sơ quan tâm, hồ sơ dự thầu được quy định trong Luật nào?",Nghị định hướng dẫn Luật Đấu thầu
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 31. Kiểm tra và đánh giá hồ sơ dự thầu khoản 5 . Trường hợp không áp dụng thương thảo hợp đồng, tổ chuyên gia lập báo cáo kết quả đánh giá hồ sơ dự thầu gửi bên mời thầu xem xét, trình chủ đầu tư phê duyệt kết quả lựa chọn nhà thầu theo quy định tại Điều 33 của Nghị định này. Báo cáo kết quả đánh giá hồ sơ dự thầu phải nêu rõ các nội dung sau đây:  Kết quả đánh giá đối với từng hồ sơ dự thầu;  Danh sách nhà thầu được xem xét, xếp hạng và thứ tự xếp hạng nhà thầu. Nhà thầu xếp hạng thứ nhất được đề nghị trúng thầu;  Danh sách nhà thầu không đáp ứng yêu cầu và bị loại; lý do loại nhà thầu;  Tên nhà thầu được đề nghị trúng thầu, giá đề nghị trúng thầu, loại hợp đồng, thời gian thực hiện gói thầu và thời gian thực hiện hợp đồng;  Nhận xét về tính cạnh tranh, công bằng, minh bạch và hiệu quả kinh tế trong quá trình tổ chức lựa chọn nhà thầu. Trường hợp chưa bảo đảm cạnh tranh, công bằng, minh bạch và hiệu quả kinh tế, phải nêu rõ lý do và đề xuất biện pháp xử lý; những nội dung của hồ sơ mời thầu không phù hợp với quy định của pháp luật về đấu thầu hoặc nội dung có thể dẫn đến cách hiểu không rõ hoặc khác nhau trong quá trình thực hiện hoặc có thể làm sai lệch kết quả lựa chọn nhà thầu (nếu có); đề xuất biện pháp xử lý.  Những nội dung cần lưu ý (nếu có).",Trường hợp nào không bảo đảm được đánh giá hồ sơ dự thầu?,"chưa bảo đảm cạnh tranh, công bằng, minh bạch và hiệu quả kinh tế, phải nêu rõ lý do và đề xuất biện pháp xử lý"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 108. Điều chỉnh giá hợp đồng do lạm phát, giảm phát khoản 2 . Việc áp dụng điều chỉnh trượt giá cần được quy định trong hồ sơ mời thầu và được hoàn thiện nội dung trong quá trình thương thảo hoàn thiện hợp đồng. Hợp đồng phải quy định nguyên tắc, thời gian tính điều chỉnh; cơ sở dữ liệu đầu vào để tính điều chỉnh; thời điểm để tính toán chỉ số giá hoặc giá gốc để làm cơ sở xác định chênh lệch do trượt giá cho mỗi lần thanh toán hợp đồng. Nội dung giá hợp đồng cần bao gồm mục giá trị trượt giá tạm tính trên cơ sở dự kiến trượt giá và quy định pháp luật về quản lý chi phí để làm cơ sở thanh toán. Việc quản lý và thanh toán giá trị trượt giá theo quy định đã có trong hợp đồng, không yêu cầu phải ký văn bản sửa đổi hợp đồng; trường hợp do biến động về giá, việc thanh toán các đợt tiếp theo dẫn đến giá hợp đồng vượt giá gói thầu thì chủ đầu tư phải báo cáo người có thẩm quyền xem xét, chấp thuận. Trường hợp được người có thẩm quyền chấp thuận, các bên ký kết văn bản sửa đổi hợp đồng trước khi thực hiện thanh toán.",Việc áp dụng điều chỉnh trượt giá cần được làm gì trong quá trình thương thảo hoàn thiện hợp đồng?,quy định trong hồ sơ mời thầu và được hoàn thiện nội dung
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 115. Quyền hạn, trách nhiệm kiểm tra hoạt động đấu thầu khoản 3 . Ủy ban nhân dân cấp tỉnh:  Chủ trì tổ chức kiểm tra hoạt động đấu thầu của các đơn vị thuộc phạm vi quản lý và các dự án do Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định đầu tư;  Sở Kế hoạch và Đầu tư giúp Ủy ban nhân dân cấp tỉnh thực hiện kiểm tra hoạt động đấu thầu theo quy định tại điểm a khoản này.","Quyền hạn, trách nhiệm gì của các đơn vị thuộc phạm vi quản lý và các dự án thuộc thẩm quyền của Ủy ban nhân dân cấp tỉnh được quy định Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 115?",kiểm tra hoạt động đấu thầu
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 44. Kiểm tra, đánh giá hồ sơ đề xuất về tài chính khoản 3 . Đánh giá chi tiết hồ sơ đề xuất về tài chính và xếp hạng nhà thầu:  Việc đánh giá chi tiết hồ sơ đề xuất về tài chính và xếp hạng nhà thầu thực hiện theo tiêu chuẩn đánh giá quy định trong hồ sơ mời thầu. Thư giảm giá không được công khai trong biên bản mở hồ sơ đề xuất tài chính sẽ không được xem xét, đánh giá;  Sau khi lựa chọn được danh sách xếp hạng nhà thầu, tổ chuyên gia lập báo cáo gửi bên mời thầu xem xét. Báo cáo gồm các nội dung: danh sách nhà thầu được xem xét, xếp hạng và thứ tự xếp hạng; danh sách nhà thầu không đáp ứng yêu cầu và bị loại; lý do loại bỏ nhà thầu; nhận xét về tính cạnh tranh, công bằng, minh bạch và hiệu quả kinh tế trong quá trình tổ chức lựa chọn nhà thầu. Trường hợp chưa bảo đảm cạnh tranh, công bằng, minh bạch và hiệu quả kinh tế, phải nêu rõ lý do và đề xuất biện pháp xử lý; những nội dung của hồ sơ mời thầu không phù hợp với quy định của pháp luật về đấu thầu hoặc nội dung có thể dẫn đến cách hiểu không rõ hoặc khác nhau trong quá trình thực hiện hoặc có thể làm sai lệch kết quả lựa chọn nhà thầu (nếu có); đề xuất biện pháp xử lý.","Theo Nghị định hướng dẫn Luật Đấu thầu số 22, Điều 44 Khoản 3, việc đánh giá chi tiết hồ sơ đề xuất về tài chính và xếp hạng nhà thầu được dựa trên tiêu chuẩn nào?",đánh giá quy định trong hồ sơ mời thầu
"Luật Đấu thầu số 22/2023/QH15 Điều 16. Các hành vi bị cấm trong hoạt động đấu thầu khoản 2 . Lợi dụng chức vụ, quyền hạn để gây ảnh hưởng, can thiệp trái pháp luật vào hoạt động đấu thầu dưới mọi hình thức.",Các hành vi nào bị cấm trong hoạt động đấu thầu?,"Lợi dụng chức vụ, quyền hạn để gây ảnh hưởng, can thiệp trái pháp luật vào hoạt động đấu thầu dưới mọi hình thức"
"Luật Đấu thầu số 22/2023/QH15 Điều 7. Thông tin về đấu thầu khoản 1 . Thông tin về lựa chọn nhà thầu bao gồm:  Thông tin về dự án, kế hoạch lựa chọn nhà thầu;  Thông báo mời quan tâm, thông báo mời sơ tuyển;  Thông báo mời thầu;  Danh sách ngắn;  Hồ sơ mời quan tâm, hồ sơ mời sơ tuyển, hồ sơ mời thầu và các nội dung sửa đổi, làm rõ hồ sơ (nếu có);  Kết quả mở thầu đối với đấu thầu qua mạng;  Kết quả lựa chọn nhà thầu;  Thông tin chủ yếu của hợp đồng;  Thông tin xử lý vi phạm pháp luật về đấu thầu;  Thông tin về kết quả thực hiện hợp đồng của nhà thầu;  Thông tin khác có liên quan.",Thông tin về lựa chọn nhà thầu bao gồm các nội dung nào?,Thông tin về kết quả thực hiện hợp đồng của nhà thầu;  Thông tin khác có liên quan
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 85. Tư cách hợp lệ của cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ tại địa phương khi thực hiện gói thầu có sự tham gia thực hiện của cộng đồng khoản 2 . Người đại diện của cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ phải có năng lực hành vi dân sự đầy đủ theo quy định pháp luật, không đang bị truy cứu trách nhiệm hình sự, được cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ lựa chọn để thay mặt cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ ký kết hợp đồng.","Tư cách hợp lệ của cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ được áp dụng đối với gói thầu nào?",có sự tham gia thực hiện của cộng đồng
Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 2. Giải thích từ ngữ khoản 1 . Chào giá trực tuyến là một quá trình lặp lại nhiều lần trong đó nhà thầu sử dụng phương tiện điện tử để đưa ra mức giá mới hoặc giá trị mới cho yếu tố ngoài giá có thể định lượng được theo các tiêu chuẩn đánh giá trong hồ sơ dự thầu để làm cơ sở cho việc xếp hạng hoặc xếp hạng lại hồ sơ dự thầu trên Hệ thống mạng đấu thầu quốc gia.,"Cụm từ ""Chào giá trực tuyến"" được giải thích như thế nào trong Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 2?",Chào giá trực tuyến là một quá trình lặp lại nhiều lần trong đó nhà thầu sử dụng phương tiện điện tử để đưa ra mức giá mới hoặc giá trị mới cho yếu tố ngoài giá có thể định lượng được theo các tiêu chuẩn đánh giá trong hồ sơ dự thầu để làm cơ sở cho việc xếp hạng hoặc xếp hạng lại hồ sơ dự thầu
"Trường hợp nhà thầu xếp hạng cao hơn từ chối cung cấp hàng hóa mà không có lý do chính đáng, không thuộc trường hợp bất khả kháng, vi phạm thỏa thuận khung, hợp đồng thì việc xử lý vi phạm hợp đồng thực hiện theo hợp đồng. Nhà thầu vi phạm hợp đồng sẽ bị phạt hợp đồng theo quy định trong hợp đồng, không được hoàn trả giá trị bảo đảm thực hiện hợp đồng, bị công khai thông tin về kết quả thực hiện hợp đồng và đăng tải trên Hệ thống mạng đấu thầu quốc gia.  Lựa chọn nhà thầu căn cứ khối lượng mời thầu Việc lựa chọn nhà thầu căn cứ tiêu chuẩn đánh giá nêu trong hồ sơ mời thầu theo quy định tại Điều 25 và Điều 37 của Nghị định này. Nhà thầu chào thầu theo khối lượng, số lượng yêu cầu trong hồ sơ mời thầu. Danh sách phê duyệt nhà thầu trúng thầu bao gồm danh sách chính (nhà thầu xếp thứ nhất) và danh sách dự bị (nhà thầu xếp thứ 2 trở đi). Trong quá trình thực hiện hợp đồng, trường hợp nhà thầu trong danh sách chính vi phạm hợp đồng, không thể tiếp tục cung ứng hàng hóa, dịch vụ theo số lượng, khối lượng quy định tại thỏa thuận khung hoặc theo hợp đồng đã ký kết thì đơn vị mua sắm tập trung, đơn vị có nhu cầu mua sắm chấm dứt hợp đồng với nhà thầu đó và mời nhà thầu xếp hạng thứ hai (danh sách dự bị) vào hoàn thiện, ký kết thỏa thuận khung hoặc ký kết hợp đồng, đồng thời yêu cầu nhà thầu khôi phục hiệu lực của hồ sơ dự thầu, bảo đảm dự thầu để có cơ sở ký kết thỏa thuận khung, hợp đồng. Nhà thầu xếp hạng thứ hai từ chối hoàn thiện, ký kết hợp đồng thì xử lý tình huống theo quy định tại khoản 16 Điều 132 của Nghị định này. Nhà thầu trúng thầu trước đó vi phạm hợp đồng sẽ bị phạt hợp đồng theo quy định trong hợp đồng, không được hoàn trả giá trị bảo đảm thực hiện hợp đồng, bị công khai thông tin về kết quả thực hiện hợp đồng và đăng tải trên Hệ thống mạng đấu thầu quốc gia.",Nhà thầu được lựa chọn nhà thầu như thế nào?,"chào thầu theo khối lượng, số lượng yêu cầu trong hồ sơ mời thầu"
"Luật Đấu thầu số 22/2023/QH15 Điều 39. Nội dung kế hoạch lựa chọn nhà thầu khoản 4 . Hình thức và phương thức lựa chọn nhà thầu:  Đối với mỗi gói thầu phải xác định cụ thể hình thức và phương thức lựa chọn nhà thầu; lựa chọn nhà thầu trong nước hoặc quốc tế; áp dụng hoặc không áp dụng lựa chọn nhà thầu qua mạng;  Đối với dự án áp dụng kế hoạch tổng thể lựa chọn nhà thầu, ghi theo nội dung phù hợp với kế hoạch tổng thể lựa chọn nhà thầu.",Luật nào quy định cụ thể về nội dung kế hoạch lựa chọn nhà thầu?,Luật Đấu thầu số 22/2023/QH15
"Luật Đấu thầu số 22/2023/QH15 Điều 54. Thỏa thuận khung khoản 4 . Đối với nhà thầu liên danh, tất cả thành viên tham gia liên danh phải trực tiếp ký, đóng dấu (nếu có) vào thỏa thuận khung.","Đối với nhà thầu liên danh, tất cả thành viên tham gia liên danh phải trực tiếp ký, đóng dấu (nếu có) vào đâu?",Thỏa thuận khung
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 49. Chuẩn bị, tổ chức đấu thầu giai đoạn hai khoản 4 . Tổ chức đấu thầu:  Việc phát hành hồ sơ mời thầu giai đoạn hai được bên mời thầu thực hiện trên Hệ thống mạng đấu thầu quốc gia cho các nhà thầu trong danh sách nhà thầu đáp ứng yêu cầu của hồ sơ mời thầu giai đoạn một. Việc sửa đổi, làm rõ hồ sơ mời thầu giai đoạn hai thực hiện theo quy định tại khoản 2 Điều 27 của Nghị định này;  Chuẩn bị, nộp, tiếp nhận, quản lý, sửa đổi, rút hồ sơ dự thầu: Việc chuẩn bị, nộp, tiếp nhận, quản lý, sửa đổi, rút hồ sơ dự thầu thực hiện theo quy định tại khoản 3 Điều 27 của Nghị định này.",Việc phát hành hồ sơ mời thầu giai đoạn hai được bên mời thầu thực hiện trên Hệ thống mạng đấu thầu quốc gia cho các nhà thầu trong danh sách nhà thầu đáp ứng yêu cầu gì?,yêu cầu của hồ sơ mời thầu giai đoạn một
"Luật Đấu thầu số 22/2023/QH15 Điều 64. Loại hợp đồng khoản 2 . Hợp đồng theo đơn giá cố định:  Hợp đồng theo đơn giá cố định được áp dụng đối với gói thầu mà tại thời điểm lựa chọn nhà thầu bản chất công việc đã xác định được rõ ràng nhưng chưa xác định được chính xác số lượng, khối lượng công việc thực tế phải hoàn thành. Giá hợp đồng ban đầu dựa trên số lượng, khối lượng công việc, đơn giá cố định theo hợp đồng và chi phí dự phòng cho số lượng, khối lượng công việc có thể phát sinh được xác định theo quy định của pháp luật;  Hợp đồng theo đơn giá cố định có đơn giá không thay đổi trong suốt thời gian thực hiện đối với toàn bộ nội dung công việc trong hợp đồng. Nhà thầu được thanh toán theo số lượng, khối lượng công việc được nghiệm thu và đơn giá cố định quy định tại hợp đồng.",Điều luật nào trong Luật Đấu thầu số 22/2023/QH15 quy định về các loại hợp đồng?,Điều 64
Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 8. Ưu đãi đối với doanh nghiệp khởi nghiệp sáng tạo trong nước khoản 2 . Sản phẩm đổi mới sáng tạo quy định tại khoản 4 Điều 5 của Nghị định này là hàng hóa của doanh nghiệp khởi nghiệp sáng tạo trong nước khi tham dự thầu được hưởng ưu đãi theo quy định tại khoản 3 Điều 5 của Nghị định này.,Sản phẩm đổi mới sáng tạo quy định tại khoản 4 Điều 5 của Nghị định  hướng dẫn Luật Đấu thầu số 22 là gì?,hàng hóa của doanh nghiệp khởi nghiệp sáng tạo trong nước
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 74. Đăng tải thông báo mời thầu và đánh giá hồ sơ lý lịch khoa học của tư vấn cá nhân; ký kết hợp đồng; đăng tải kết quả lựa chọn tư vấn cá nhân theo quy trình thông thường khoản 5 . Việc phê duyệt kết quả lựa chọn tư vấn cá nhân căn cứ vào tờ trình đề nghị phê duyệt, báo cáo kết quả đánh giá hồ sơ lý lịch khoa học của các tư vấn cá nhân, kết quả thương thảo hợp đồng. Hợp đồng ký kết giữa các bên phải phù hợp với quyết định phê duyệt kết quả lựa chọn tư vấn cá nhân, kết quả thương thảo hợp đồng và nội dung của điều khoản tham chiếu.","Việc phê duyệt kết quả lựa chọn tư vấn cá nhân, kết quả thương thảo hợp đồng được quy định như thế nào?","Hợp đồng ký kết giữa các bên phải phù hợp với quyết định phê duyệt kết quả lựa chọn tư vấn cá nhân, kết quả thương thảo hợp đồng và nội dung"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 72. Lựa chọn tư vấn cá nhân khoản 1 . Tư vấn cá nhân có thể bao gồm một hoặc một nhóm chuyên gia. Trường hợp tư vấn là nhóm chuyên gia thì các chuyên gia cử đại diện để giao dịch với bên mời thầu, chủ đầu tư. Đối với nhóm chuyên gia, trường hợp trúng thầu, tất cả các thành viên trong nhóm chuyên gia phải trực tiếp ký hợp đồng với chủ đầu tư. Việc lựa chọn tư vấn cá nhân được thực hiện theo phương pháp giá cố định trên cơ sở năng lực và kinh nghiệm của tư vấn cá nhân.","Đối với nhóm chuyên gia, trường hợp nào thì tất cả các thành viên trong nhóm chuyên gia phải trực tiếp ký hợp đồng với chủ đầu tư?",trường hợp trúng thầu
"Luật Đấu thầu số 22/2023/QH15 Điều 91. Quy trình giải quyết kiến nghị về lựa chọn nhà thầu khoản 5 . Văn bản giải quyết kiến nghị phải có kết luận về nội dung mà nhà thầu kiến nghị; trường hợp kiến nghị được kết luận là đúng thì trong văn bản giải quyết kiến nghị phải nêu rõ biện pháp, cách thức và thời gian để khắc phục hậu quả (nếu có); nhà thầu có kiến nghị được nhận lại chi phí giải quyết kiến nghị đã nộp. Trường hợp kiến nghị của nhà thầu được kết luận là không đúng thì văn bản trả lời phải giải thích rõ lý do; nhà thầu có kiến nghị không được hoàn trả chi phí giải quyết kiến nghị đã nộp.",Luật Đấu thầu số 22/2023/QH15 Điều 91 quy định chi tiết nội dung gì?,Quy trình giải quyết kiến nghị về lựa chọn nhà thầu
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 52. Chuẩn bị đấu thầu giai đoạn một khoản 2 . Lập hồ sơ mời thầu giai đoạn một:  Hồ sơ mời thầu được lập căn cứ quy định tại khoản 1 và khoản 2 Điều 25 của Nghị định này;  Hồ sơ mời thầu giai đoạn một bao gồm các nội dung sau đây: thông tin tóm tắt về dự án, gói thầu; chỉ dẫn việc chuẩn bị và nộp hồ sơ dự thầu giai đoạn một; yêu cầu kỹ thuật của gói thầu căn cứ thiết kế cơ sở hoặc thông số kỹ thuật đã được phê duyệt; tiêu chuẩn đánh giá về mặt kỹ thuật của gói thầu. Hồ sơ mời thầu phải cho phép nhà thầu được đề xuất phương án thay thế cho phương án kỹ thuật đã nêu trong hồ sơ mời thầu, không yêu cầu nhà thầu đề xuất về giá dự thầu và bảo đảm dự thầu.",Nội dung của Hồ sơ mời thầu giai đoạn một theo khoản 2 Điều 52 Nghị định hướng dẫn Luật Đấu thầu số 22 bao gồm những gì?,"thông tin tóm tắt về dự án, gói thầu"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 38. Tiêu chuẩn đánh giá tổng hợp khoản 1 . Tiêu chuẩn đánh giá tổng hợp được áp dụng đối với phương pháp kết hợp giữa kỹ thuật và giá trên cơ sở xác định điểm tổng hợp. Điểm tổng hợp được xác định như sau: Trong đó: Điểm kỹ thuậtđang xét: Là số điểm được xác định tại bước đánh giá về kỹ thuật của nhà thầu đang xét; Điểm kỹ thuật cao nhất: Là số điểm kỹ thuật cao nhất trong số các hồ sơ dự thầu đáp ứng về kỹ thuật; G thấp nhất: là giá dự thầu sau sửa lỗi, hiệu chỉnh sai lệch trừ đi giá trị giảm giá (nếu có) thấp nhất của các hồ sơ dự thầu đáp ứng về kỹ thuật; Gđang xét: là giá dự thầu sau sửa lỗi, hiệu chỉnh sai lệch trừ đi giá trị giảm giá (nếu có) của hồ sơ dự thầu đang xét; K: Tỷ trọng điểm về kỹ thuật quy định trong thang điểm tổng hợp; T: Tỷ trọng điểm về giá quy định trong thang điểm tổng hợp; K + T = 100%. Tỷ trọng điểm về kỹ thuật (K) và về giá (T) phải được xác định cụ thể trong hồ sơ mời thầu.",Tiêu chuẩn đánh giá tổng hợp được áp dụng đối với phương pháp nào?,phương pháp kết hợp giữa kỹ thuật và giá trên cơ sở xác định
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 17. Giá gói thầu và thời gian tổ chức lựa chọn nhà thầu khoản 1 . Giá gói thầu được tính đúng, tính đủ toàn bộ chi phí để thực hiện gói thầu, kể cả chi phí dự phòng (chi phí dự phòng trượt giá, chi phí dự phòng phát sinh khối lượng), phí, lệ phí và thuế. Đối với gói thầu xây lắp áp dụng loại hợp đồng theo đơn giá cố định và đơn giá điều chỉnh, chi phí dự phòng bao gồm cả các khoản tạm tính (nếu có) và chỉ được sử dụng khi có phát sinh xảy ra. Đối với các gói thầu có thời gian thực hiện gói thầu ngắn, ít có khả năng phát sinh rủi ro, trượt giá thì chi phí dự phòng cho yếu tố trượt giá được tính bằng không. Chi phí dự phòng do chủ đầu tư xác định theo tính chất từng gói thầu nhưng không được vượt mức tối đa theo quy định của pháp luật (nếu có). Trường hợp pháp luật có quy định hàng hóa thuộc đối tượng được miễn thuế, miễn phí thì giá gói thầu không bao gồm các khoản thuế, phí được miễn. Giá gói thầu có thể được cập nhật trong thời hạn 28 ngày trước ngày mở thầu. Trường hợp gói thầu gồm nhiều phần riêng biệt thì nêu rõ giá trị ước tính của từng phần.","Theo Nghị định hướng dẫn Luật Đấu thầu số 22, đối tượng nào có thẩm quyền xác định chi phí dự phòng của một gói thầu?",chủ đầu tư
